tower_id,tower_name,region,network_type,measurement_date,measurement_hour,avg_latency_ms,avg_download_speed_mbps,avg_upload_speed_mbps,packet_loss_pct,signal_strength_dbm,active_users,data_volume_gb,peak_concurrent_users,call_drop_rate_pct,handover_success_rate_pct,availability_pct
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-29,12,26.6,368.2,68.2,3.1,-80.1,1409,3458.9,1615,2.9,96.1,98.6
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-29,14,28.4,398.7,87.9,2.0,-75.0,870,2033.8,1128,1.8,98.0,98.2
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-29,18,28.9,399.8,78.4,2.8,-78.5,1247,2497.0,1611,2.1,95.1,99.3
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-29,20,24.5,441.4,71.9,4.2,-79.6,1552,2488.5,1707,3.1,98.8,98.5
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-29,22,24.3,473.7,91.6,2.8,-77.8,995,1704.9,1281,2.4,95.1,98.5
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-30,8,12.4,854.8,133.1,0.4,-73.3,3931,9001.9,4949,0.9,96.6,97.9
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-30,12,17.3,762.2,127.6,1.0,-71.4,3762,7796.4,4178,1.2,96.3,97.8
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-30,14,13.7,807.4,140.8,1.1,-73.9,2658,4208.5,3105,0.7,97.5,98.9
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-30,18,16.6,893.3,108.3,1.1,-70.9,5229,12820.0,6235,1.0,98.9,97.9
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-30,20,20.9,783.5,129.5,0.6,-72.4,4430,10046.7,5378,0.9,96.5,97.8
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-30,22,14.2,881.6,123.7,0.8,-75.2,3882,6051.0,5021,0.9,95.3,98.6
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-30,8,13.9,878.8,127.4,1.2,-70.9,2580,4636.8,2917,0.4,96.7,99.8
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-30,12,14.8,741.9,121.1,1.3,-73.0,3857,7804.7,4256,0.8,95.4,99.9
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-30,14,17.8,841.9,141.6,0.8,-71.6,3897,6943.3,4928,0.7,96.0,97.2
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-30,18,18.6,773.2,125.3,0.6,-70.8,3642,7420.0,4178,0.6,98.4,98.9
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-30,20,21.0,807.2,132.3,0.5,-69.9,4288,6581.3,5548,0.8,97.9,97.6
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-30,22,17.6,928.3,132.5,0.6,-68.4,3220,5167.8,3625,0.7,96.5,97.1
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-30,8,14.5,959.6,146.7,0.8,-70.0,2077,3692.7,2631,0.8,98.6,98.1
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-30,12,15.4,795.8,124.4,1.4,-74.3,5043,10994.9,5573,1.3,97.2,97.5
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-30,14,13.1,896.8,129.7,0.5,-73.1,3006,7370.2,3703,0.6,98.2,97.7
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-30,18,19.4,786.1,122.8,0.7,-70.7,3506,6996.2,4301,1.1,99.3,97.1
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-30,20,17.0,809.3,128.6,1.1,-71.1,3251,7177.8,3668,1.4,95.4,99.1
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-30,22,15.3,934.4,122.1,0.9,-72.7,3228,5073.2,3988,1.0,99.5,99.3
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-30,8,16.9,849.1,130.1,0.8,-73.8,2867,5633.5,3234,1.0,96.7,97.2
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-30,12,18.0,846.5,118.4,0.9,-76.6,3822,6956.5,4281,1.2,97.5,99.9
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-30,14,18.2,918.0,153.8,0.7,-70.9,3997,8544.1,4893,0.9,98.3,97.2
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-30,18,16.8,814.0,105.9,1.1,-70.6,5843,12864.1,6922,1.0,96.7,97.3
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-30,20,19.2,774.0,128.0,0.4,-70.2,5655,13406.3,6438,0.7,98.4,99.3
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-30,22,13.9,822.0,150.5,0.3,-69.7,3746,7419.8,4417,0.5,97.5,97.6
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-30,8,23.4,406.8,78.7,2.5,-76.4,1262,2477.6,1493,2.0,96.9,99.3
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-30,12,33.0,383.7,78.1,2.6,-79.5,1353,2407.6,1756,2.2,98.1,98.2
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-30,14,27.7,449.6,84.7,2.4,-76.6,970,1689.2,1187,1.8,95.1,98.6
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-30,18,32.4,432.9,75.7,4.4,-76.8,1715,2793.2,1889,2.4,96.6,98.7
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-30,20,30.3,460.3,71.1,3.4,-80.8,1278,2954.6,1414,2.4,97.8,98.8
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-30,22,29.4,424.5,90.9,3.0,-77.3,904,1869.3,1043,3.0,99.1,98.2
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-30,8,16.2,798.3,128.7,0.6,-75.1,2399,5183.7,3112,0.8,95.1,97.7
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-30,12,13.7,807.4,115.4,0.8,-70.2,3861,6521.2,4709,0.8,99.1,99.0
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-30,14,12.0,829.2,152.1,0.8,-68.7,2774,5055.5,3246,0.5,98.1,99.2
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-30,18,16.1,765.1,133.5,0.5,-71.4,4469,10599.4,5516,1.4,98.8,98.7
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-30,20,15.6,791.5,109.7,0.6,-74.7,3407,6491.4,4409,1.4,96.0,97.0
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-30,22,19.5,846.1,133.0,0.6,-74.8,2788,4612.3,3599,1.0,98.2,97.5
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-30,8,13.4,813.2,133.3,0.4,-72.6,2169,3742.5,2441,0.5,99.5,99.6
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-30,12,17.4,862.0,116.9,1.4,-69.6,3222,5406.1,4004,0.9,97.5,99.1
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-30,14,17.1,963.3,124.7,0.6,-68.0,4157,9079.9,4891,1.2,97.5,97.9
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-30,18,18.9,712.4,134.5,0.9,-72.6,4499,8288.3,5160,1.3,97.6,98.8
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-30,20,13.7,811.3,132.8,0.7,-67.1,5013,10153.4,6112,0.8,95.3,97.7
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-30,22,12.9,824.7,151.0,1.2,-68.5,3464,7376.0,4162,1.2,98.0,99.8
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-30,8,13.1,863.2,128.9,1.0,-69.4,3915,9734.2,4853,1.0,98.3,98.3
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-30,12,20.1,856.5,127.3,1.2,-71.3,3541,8750.8,4535,1.0,95.5,97.8
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-30,14,13.9,840.8,145.9,0.6,-71.4,3301,8197.9,4272,1.0,98.8,98.1
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-30,18,20.2,890.8,130.5,1.5,-73.8,3581,8460.0,4103,1.4,95.5,99.4
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-30,20,19.2,800.7,111.7,0.6,-68.1,4002,6138.1,4412,1.0,96.8,98.7
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-30,22,13.1,888.0,145.4,0.3,-71.8,2372,5098.5,2888,1.0,98.8,98.2
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-30,8,25.2,479.6,81.7,2.6,-78.5,726,1677.1,820,2.2,98.9,98.9
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-30,12,36.0,382.9,69.2,4.3,-82.0,1557,3257.5,1833,3.8,96.9,97.3
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-30,14,20.1,438.1,82.2,3.0,-76.9,1187,2916.2,1457,1.8,97.0,98.3
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-30,18,29.8,354.7,67.2,2.5,-81.3,1349,2557.2,1538,3.9,99.2,97.7
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-30,20,27.2,364.8,69.4,4.0,-77.0,1380,3307.5,1594,2.6,96.6,98.4
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-30,22,24.4,465.2,83.8,4.1,-77.1,1075,1816.2,1259,3.3,96.5,99.8
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-30,8,24.3,461.5,90.5,3.0,-82.4,1047,1782.7,1251,3.3,95.6,98.1
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-30,12,30.0,393.8,72.2,5.1,-82.2,1668,3025.8,2057,4.2,97.0,99.0
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-30,14,25.3,488.3,84.6,2.2,-79.3,981,2447.6,1242,1.8,98.4,99.9
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-30,18,30.3,395.5,66.8,4.6,-76.7,1108,2437.9,1324,2.7,95.8,99.4
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-30,20,29.2,437.4,70.4,2.7,-76.6,1756,3243.5,2009,3.6,95.5,98.4
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-30,22,23.6,429.2,85.1,2.5,-81.3,771,1392.4,957,1.8,96.6,98.3
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-30,8,12.2,927.3,123.2,0.9,-72.3,2413,4593.2,2804,0.5,96.1,98.4
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-30,12,15.2,737.5,123.6,0.6,-67.2,4964,10682.0,5589,1.5,98.5,99.0
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-30,14,14.0,825.4,136.5,0.9,-71.2,3125,7563.2,3492,0.5,98.3,99.6
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-30,18,20.5,860.3,112.4,0.7,-72.1,5324,11072.2,6803,1.5,97.9,98.3
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-30,20,15.9,852.9,116.7,1.1,-72.0,3258,5093.2,4140,1.4,95.8,99.3
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-30,22,14.2,830.4,136.0,0.8,-72.8,2964,5086.3,3393,0.9,98.4,97.5
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-30,8,28.1,456.0,79.2,3.2,-75.7,956,2273.9,1225,2.5,99.5,99.3
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-30,12,32.2,443.1,76.4,2.8,-78.5,942,2093.1,1197,2.2,95.6,99.3
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-30,14,26.9,407.7,81.3,3.1,-77.3,791,1405.8,934,2.7,98.4,98.5
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-30,18,29.3,471.7,76.7,4.5,-76.8,1724,4271.5,2078,3.6,98.5,97.1
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-30,20,26.3,397.4,79.1,3.6,-75.2,1395,2842.9,1580,2.4,95.6,99.4
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-30,22,23.8,418.1,91.8,2.4,-81.7,823,1829.2,1063,2.2,96.2,99.3
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-30,8,24.2,490.1,84.5,2.1,-76.2,815,2015.6,993,2.1,97.1,98.5
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-30,12,30.3,453.7,80.3,3.9,-81.5,1489,2664.1,1866,2.7,98.7,97.8
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-30,14,25.9,450.5,87.0,3.6,-79.4,724,1603.1,890,2.8,97.4,97.0
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-30,18,29.9,438.2,70.5,3.3,-81.3,1046,1794.3,1340,3.7,95.1,99.1
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-30,20,33.1,358.1,75.7,4.6,-77.0,1306,2388.4,1610,3.4,99.1,98.5
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-30,22,31.6,451.0,83.6,3.1,-81.2,1213,2338.8,1386,2.2,98.5,97.3
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-30,8,12.1,921.2,123.8,0.5,-71.5,2772,4347.7,3352,0.9,96.4,98.8
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-30,12,18.7,793.0,123.2,0.5,-71.9,5147,10526.2,6603,0.9,97.4,99.8
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-30,14,11.5,805.9,120.7,0.9,-72.6,2326,4483.4,2757,0.7,98.1,97.7
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-30,18,17.0,835.0,127.9,0.9,-74.6,4611,7346.9,5329,0.9,98.7,98.9
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-30,20,15.1,747.6,123.7,1.3,-70.3,4488,10812.2,5831,1.0,96.0,98.3
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-30,22,15.8,945.3,137.0,1.0,-67.7,2273,3722.2,2514,0.9,99.4,99.0
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-30,8,28.1,503.0,84.7,2.6,-79.3,896,2105.6,1095,2.8,99.3,98.8
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-30,12,30.9,383.1,67.5,4.5,-80.6,1621,2716.3,1857,3.3,99.5,97.3
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-30,14,24.6,462.5,77.4,3.6,-79.9,598,1088.4,742,1.5,97.2,98.8
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-30,18,32.0,410.1,77.1,4.7,-79.4,1131,2005.8,1299,3.0,96.5,99.8
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-30,20,28.7,440.6,78.5,3.2,-80.8,1079,2583.7,1287,3.2,98.5,98.6
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-30,22,26.7,484.2,85.5,3.0,-78.1,1165,2129.0,1360,2.5,95.1,99.7
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-30,8,25.2,491.5,87.5,3.0,-75.7,886,1387.0,1075,3.2,98.6,98.4
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-30,12,28.0,402.0,71.4,2.9,-81.2,1642,3253.3,1812,2.5,95.7,99.7
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-30,14,24.4,512.8,84.4,2.5,-80.7,684,1488.4,825,2.2,99.3,98.9
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-30,18,36.2,462.4,79.0,3.0,-75.7,1352,2175.6,1553,3.1,95.3,97.4
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-30,20,33.3,362.1,68.8,4.4,-81.5,1306,2286.5,1526,3.7,98.1,98.0
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-30,22,28.1,443.2,94.2,1.8,-81.0,1021,1861.5,1207,3.5,99.2,98.6
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-30,8,25.7,432.0,79.9,3.0,-76.8,920,2061.3,1149,1.4,97.2,98.9
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-30,12,27.0,423.1,71.3,3.4,-78.8,1157,2867.5,1402,3.0,97.7,98.9
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-30,14,24.0,421.7,84.6,2.5,-79.5,890,1743.6,1047,3.4,95.5,99.1
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-30,18,29.8,439.0,74.2,4.1,-78.5,1218,2489.4,1364,3.5,97.4,97.6
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-30,20,27.4,354.5,71.2,2.9,-74.9,1456,2639.6,1829,3.4,98.2,98.4
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-30,22,21.1,457.2,76.1,2.3,-81.8,1157,1780.9,1449,2.2,98.5,99.5
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-30,8,29.9,480.8,82.1,3.4,-78.9,949,1708.0,1215,1.4,96.9,98.4
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-30,12,28.0,456.8,70.5,3.5,-81.5,1267,2791.4,1617,2.1,96.7,97.9
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-30,14,26.8,469.0,76.7,1.7,-77.4,1089,1851.5,1359,2.1,95.6,97.6
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-30,18,28.6,420.8,77.7,2.9,-79.7,1179,2295.2,1327,3.3,97.3,98.9
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-30,20,31.9,388.8,74.6,4.7,-78.0,1240,2470.4,1416,2.8,96.2,97.1
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-30,22,22.1,499.9,84.2,1.9,-80.8,714,1624.1,923,2.9,97.8,99.6
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-30,8,24.9,445.6,85.6,2.3,-82.6,1074,2661.9,1309,2.8,99.4,97.5
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-30,12,28.4,393.5,83.8,3.0,-78.8,1459,2534.2,1832,2.2,96.4,97.3
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-30,14,27.6,391.2,84.5,2.9,-78.9,1156,2357.7,1324,3.2,96.7,99.2
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-30,18,33.1,388.0,64.9,2.7,-82.6,1196,2274.9,1427,3.2,98.7,97.4
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-30,20,27.2,359.9,74.5,4.5,-77.7,1255,2754.1,1603,2.3,97.3,98.0
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-30,22,22.0,475.7,88.5,2.9,-78.0,988,2071.5,1224,1.8,97.4,97.1
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-30,8,21.4,422.4,88.0,3.5,-80.9,1080,2226.1,1365,2.2,98.4,99.4
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-30,12,34.1,405.5,69.9,3.3,-78.9,1353,2461.9,1584,3.8,97.8,97.7
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-30,14,30.8,442.9,78.3,3.0,-76.1,820,1302.9,969,2.4,95.6,97.2
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-30,18,27.3,364.1,70.7,3.0,-77.8,1734,3123.7,1952,2.8,99.2,98.4
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-30,20,27.7,370.6,78.2,4.1,-75.7,1709,3429.4,2206,3.3,96.1,98.2
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-30,22,27.5,454.7,83.8,3.0,-79.1,807,1700.5,903,1.7,96.1,99.3
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-30,8,26.5,463.7,76.1,3.0,-80.3,877,1662.5,1038,2.6,96.9,99.5
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-30,12,32.1,425.9,76.4,3.3,-79.2,1168,2153.5,1410,3.5,95.0,99.4
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-30,14,26.3,491.2,77.7,2.1,-81.8,735,1626.0,945,2.5,98.2,99.6
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-30,18,30.3,457.1,73.1,4.4,-77.0,1008,2395.8,1173,2.3,98.6,98.9
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-30,20,34.0,411.6,74.8,2.7,-75.7,1706,3319.0,1894,3.1,99.3,99.8
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-30,22,29.1,473.6,77.9,2.4,-82.6,1210,2776.7,1568,2.3,98.4,97.9
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-30,8,24.1,420.3,82.0,2.0,-76.3,1065,1931.2,1373,1.9,96.3,98.8
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-30,12,30.3,410.4,80.7,4.4,-79.7,1041,2304.8,1239,2.1,98.7,97.2
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-30,14,24.6,431.4,92.1,3.1,-76.1,1116,1947.4,1371,2.8,97.5,98.2
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-30,18,34.2,426.3,75.8,3.1,-78.2,1162,2058.4,1348,3.6,95.7,99.2
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-30,20,28.8,398.2,73.4,4.0,-79.2,1723,4010.2,2068,2.6,97.7,98.6
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-30,22,31.9,477.2,81.7,2.5,-82.1,746,1737.9,965,2.7,97.6,98.0
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-30,8,25.5,412.7,82.8,2.3,-78.1,1203,1992.0,1418,3.0,99.4,98.4
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-30,12,26.7,353.8,72.0,4.1,-79.9,1613,2752.8,1833,3.0,96.7,99.0
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-30,14,20.1,507.9,81.4,2.4,-79.2,721,1226.5,896,2.0,98.5,97.5
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-30,18,36.8,426.9,68.4,4.2,-79.9,1495,2987.4,1705,3.2,97.6,98.5
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-30,20,30.8,374.3,76.4,3.6,-78.0,1252,2497.0,1549,4.1,96.5,97.5
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-30,22,25.3,405.8,81.3,2.3,-76.6,1306,2913.1,1596,2.9,96.3,97.7
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-01,8,16.5,837.4,146.1,0.8,-72.6,2015,3693.5,2568,0.7,98.8,98.8
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-01,12,16.0,793.4,133.2,1.3,-71.9,3862,6122.3,4902,0.9,97.3,98.6
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-01,14,12.7,881.8,151.0,0.5,-72.4,3170,4770.9,3914,1.0,97.8,98.8
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-01,18,22.9,719.8,126.8,0.4,-69.5,5012,9879.5,5863,1.0,98.6,99.9
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-01,20,14.3,821.2,126.5,0.7,-71.3,3214,6377.7,3637,1.2,97.5,98.7
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-01,22,14.7,817.6,136.2,1.3,-73.8,3521,6151.2,4166,0.8,97.0,97.4
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-01,8,15.9,854.3,152.5,0.7,-68.4,2795,5643.2,3414,0.6,95.8,99.7
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-01,12,20.0,761.6,126.2,1.0,-67.6,5669,10281.8,7209,1.0,98.7,99.7
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-01,14,17.0,840.7,144.4,1.0,-71.2,2541,4177.1,2932,0.8,98.4,97.7
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-01,18,20.2,814.7,125.7,0.6,-73.0,5495,11791.7,6298,0.6,95.3,99.4
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-01,20,18.8,739.7,105.5,1.1,-75.6,4149,10296.9,5239,1.0,95.3,97.2
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-01,22,13.9,968.4,121.3,0.8,-72.8,3156,6572.9,3510,1.1,95.4,99.2
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-01,8,12.7,972.7,129.8,1.0,-70.8,2508,4875.2,2957,1.1,98.3,99.2
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-01,12,16.1,886.3,105.2,0.6,-68.6,5656,13649.4,6375,0.8,96.3,99.7
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-01,14,11.9,832.3,123.0,0.3,-70.9,3236,5044.4,3772,1.0,99.2,99.6
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-01,18,16.9,771.4,134.9,0.5,-73.2,6243,14587.5,7670,0.8,95.9,99.2
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-01,20,14.7,744.4,139.1,1.5,-75.1,3316,6940.8,3945,1.2,97.7,97.6
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-01,22,16.4,856.6,149.4,0.7,-71.4,2536,4305.6,2791,1.0,97.6,98.7
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-01,8,13.7,802.9,142.7,0.8,-74.5,3036,6764.4,3649,0.6,96.5,97.3
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-01,12,19.9,878.1,104.9,0.6,-75.3,5174,10419.4,6565,1.7,99.1,99.5
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-01,14,12.8,905.2,148.4,0.3,-66.9,4305,6898.9,5423,0.5,98.1,97.6
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-01,18,15.0,747.8,120.4,1.7,-70.5,4471,10360.0,5039,0.8,98.1,97.4
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-01,20,15.7,741.4,108.6,1.0,-69.3,3421,6702.2,4067,1.7,98.9,97.2
